OrderID,OrderDate,Region,Department,Product,SalesAmount,Cost,Profit,Quantity
787,4/22/2023,East,Electronics,Tablet,570.88,467.9,102.98,2
788,12/27/2023,South,Clothing,Shoes,622.55,448.13,174.42,3
789,10/13/2023,North,Clothing,Shoes,478.28,327.46,150.82,5
790,12/21/2024,South,Electronics,Tablet,428.32,308.03,120.29,3
791,10/21/2023,South,Clothing,Jeans,518.83,371.16,147.67,2
792,5/23/2024,South,Electronics,Smartphone,465.76,383.04,82.72,1
793,9/23/2023,East,Furniture,Office Chair,555.65,405.46,150.19,1
794,1/19/2023,North,Furniture,Cabinet,512.79,334.56,178.23,1
795,5/6/2023,East,Furniture,Office Chair,120.12,91.43,28.69,2
796,5/8/2023,South,Electronics,Smartphone,510.84,402.58,108.26,1
797,4/22/2023,East,Furniture,Cabinet,270.4,204.94,65.46,1
798,6/29/2024,East,Electronics,Laptop,461.58,344.49,117.09,1
799,5/21/2024,South,Clothing,T-Shirt,580.02,440.57,139.45,3
800,2/28/2024,South,Clothing,T-Shirt,416.67,343.04,73.63,3
801,11/2/2024,North,Clothing,Shoes,25.95,20.17,5.78,1
802,9/19/2023,West,Furniture,Bookshelf,775.14,499.89,275.25,2
803,9/30/2024,South,Clothing,T-Shirt,300.22,220.78,79.44,5
804,11/25/2023,North,Electronics,Laptop,54.82,42.24,12.58,2
805,11/30/2024,South,Clothing,Shoes,383.22,290.62,92.6,1
806,4/21/2024,North,Electronics,Tablet,549.46,384.95,164.51,4
807,11/23/2024,South,Electronics,Laptop,448.88,319.38,129.5,4
808,2/20/2024,East,Furniture,Cabinet,188.16,119.43,68.73,2
809,5/21/2024,North,Furniture,Bookshelf,400.45,282.74,117.71,4
810,11/19/2024,West,Clothing,Jacket,332.31,234.52,97.79,3
811,12/11/2024,East,Clothing,Jeans,323.18,228.78,94.4,3
812,11/1/2024,South,Electronics,Smartphone,312.65,229.7,82.95,4
813,9/6/2024,North,Electronics,Smartphone,128.3,95.16,33.14,1
814,1/3/2023,North,Clothing,T-Shirt,281.63,222.73,58.9,3
815,7/3/2024,North,Clothing,Jacket,363.04,253.55,109.49,3
816,4/2/2023,West,Clothing,T-Shirt,494.14,352.31,141.83,1
817,4/29/2023,East,Furniture,Bookshelf,352.25,272.7,79.55,3
818,11/24/2023,West,Furniture,Desk,564.14,452.92,111.22,3
819,9/27/2023,East,Clothing,Shoes,372.23,261.39,110.84,2
820,6/20/2023,South,Electronics,Smartphone,138.92,107.11,31.81,5
821,5/31/2024,East,Furniture,Bookshelf,562.97,395.61,167.36,1
822,7/1/2023,West,Electronics,Smartphone,53.47,43.47,10,1
823,1/6/2023,North,Electronics,Smartphone,132.32,91.46,40.86,4
824,7/1/2024,North,Furniture,Office Chair,252.8,170.71,82.09,3
825,11/13/2024,South,Electronics,Headphones,75.17,48.36,26.81,1
826,5/21/2024,East,Furniture,Cabinet,46.5,36.74,9.76,1
827,7/30/2023,South,Electronics,Tablet,178.19,140.74,37.45,3
828,9/5/2023,South,Furniture,Cabinet,555.28,397.91,157.37,5
829,9/13/2024,South,Electronics,Headphones,430.46,318.6,111.86,5
830,9/20/2024,South,Electronics,Headphones,719.02,474.68,244.34,5
831,9/16/2023,South,Clothing,Shoes,172,110.1,61.9,1
832,11/12/2023,West,Furniture,Desk,477.74,317.86,159.88,3
833,10/21/2024,East,Electronics,Headphones,353.29,253.8,99.49,4
834,5/21/2023,West,Clothing,Shoes,549.28,375.25,174.03,5
835,8/5/2024,South,Clothing,Jeans,331.24,272.35,58.89,1
836,6/4/2024,West,Clothing,Shoes,227.68,149.51,78.17,4
837,5/2/2024,West,Clothing,T-Shirt,375.4,255,120.4,4
838,9/2/2023,West,Clothing,Shoes,609.02,410.92,198.1,1
839,11/19/2024,South,Furniture,Cabinet,118.1,93.49,24.61,2
840,10/11/2024,South,Electronics,Headphones,515.66,349.89,165.77,2
841,11/25/2024,West,Furniture,Desk,171.94,112.37,59.57,4
842,3/9/2024,East,Electronics,Laptop,552.31,349.33,202.98,5
843,3/11/2024,West,Electronics,Smartphone,155.17,118.22,36.95,4
844,6/19/2023,West,Furniture,Desk,85.39,69.8,15.59,3
845,12/22/2023,South,Electronics,Smartphone,659.98,471.23,188.75,3
846,2/6/2024,North,Furniture,Cabinet,675.71,486.27,189.44,2
847,7/1/2024,North,Electronics,Smartphone,197.07,131.54,65.53,1
848,2/8/2024,West,Electronics,Tablet,264.17,188.25,75.92,2
849,7/6/2023,West,Electronics,Smartphone,459.03,339.16,119.87,4
850,12/21/2024,East,Clothing,Jacket,224.15,176.51,47.64,5
851,1/8/2023,South,Clothing,Jeans,95.36,61.1,34.26,1
852,5/2/2024,East,Clothing,Jeans,314.59,245.91,68.68,1
853,10/18/2023,West,Electronics,Smartphone,536.38,431.61,104.77,5
854,7/11/2024,South,Furniture,Cabinet,86.23,62.12,24.11,5
855,12/16/2024,East,Electronics,Tablet,664.25,419.1,245.15,1
856,3/22/2024,East,Furniture,Bookshelf,403.83,335.34,68.49,5
857,1/12/2023,West,Electronics,Headphones,193.62,124.99,68.63,3
858,4/4/2024,West,Electronics,Tablet,95.27,75.98,19.29,5
859,2/28/2023,North,Electronics,Laptop,481.52,344.52,137,4
860,7/2/2024,North,Clothing,Jeans,30.14,19.46,10.68,4
861,4/28/2024,East,Clothing,Jeans,470.23,367.05,103.18,1
862,11/18/2023,North,Clothing,Jeans,667.79,470.36,197.43,1
863,9/9/2024,North,Furniture,Bookshelf,582.97,472.06,110.91,4
864,1/26/2023,North,Furniture,Desk,25.94,17.43,8.51,1
865,1/14/2024,West,Clothing,Jacket,423.28,299.09,124.19,2
866,8/23/2024,South,Furniture,Desk,250.89,190.33,60.56,5
867,5/5/2024,North,Clothing,Jacket,274.55,175.56,98.99,4
868,9/6/2023,West,Furniture,Bookshelf,88.13,68.89,19.24,5
869,3/6/2023,East,Furniture,Cabinet,92.47,58.59,33.88,5
870,3/28/2024,South,Clothing,Jacket,531.77,336.34,195.43,1
871,4/14/2024,South,Electronics,Headphones,483.88,327.78,156.1,1
872,11/26/2023,North,Furniture,Bookshelf,581.44,402.45,178.99,1
873,7/4/2023,South,Clothing,Shoes,156.44,126.35,30.09,1
874,8/19/2023,North,Clothing,T-Shirt,288.88,209.57,79.31,5
875,10/8/2023,South,Clothing,T-Shirt,558.89,418.56,140.33,3
876,9/21/2024,South,Furniture,Desk,89.71,56.45,33.26,5
877,7/23/2024,North,Clothing,Jeans,179.24,139.53,39.71,2
878,5/11/2024,West,Electronics,Tablet,207.17,154.17,53,5
879,8/10/2024,South,Furniture,Cabinet,699.86,483,216.86,1
880,5/8/2023,West,Electronics,Tablet,207.78,130.94,76.84,5
881,6/23/2024,South,Furniture,Bookshelf,221.9,150.68,71.22,3
882,4/4/2024,North,Clothing,Jacket,494.3,327.07,167.23,3
883,2/4/2023,South,Furniture,Office Chair,689.65,494.93,194.72,3
884,3/17/2023,East,Clothing,T-Shirt,704.3,492.97,211.33,2
885,10/23/2023,East,Furniture,Office Chair,225.94,179.73,46.21,3
886,8/11/2024,South,Clothing,Jacket,163.59,112.63,50.96,4
887,5/16/2023,West,Clothing,Shoes,420.76,341.61,79.15,5
888,1/13/2024,West,Furniture,Cabinet,197.28,134.91,62.37,4
889,6/18/2023,North,Clothing,T-Shirt,469.18,342.6,126.58,5
890,11/4/2023,North,Clothing,T-Shirt,95.42,64.88,30.54,2
891,4/3/2024,West,Electronics,Tablet,552.52,366.51,186.01,4
892,11/3/2024,North,Clothing,Shoes,721.79,461.15,260.64,1
893,12/25/2024,South,Furniture,Bookshelf,234.41,186.24,48.17,5
894,3/25/2023,West,Electronics,Tablet,290.51,190.19,100.32,1
895,3/7/2023,North,Electronics,Headphones,413.88,288.42,125.46,4
896,8/24/2023,West,Clothing,Jeans,684.04,473.68,210.36,2
897,11/14/2023,East,Electronics,Smartphone,652.07,492.78,159.29,3
898,10/17/2023,South,Clothing,Jeans,83.89,58.35,25.54,4
899,4/18/2024,West,Clothing,Jeans,622.96,420.09,202.87,5
900,3/25/2024,South,Electronics,Smartphone,338.22,271.93,66.29,3
901,10/9/2023,West,Clothing,T-Shirt,270.49,204.83,65.66,3
902,2/28/2024,East,Furniture,Office Chair,198.97,125.89,73.08,1
903,2/16/2023,East,Clothing,T-Shirt,50.35,36.61,13.74,3
904,10/29/2023,East,Furniture,Desk,330.32,213.97,116.35,2
905,6/18/2023,East,Electronics,Laptop,726.68,459.57,267.11,1
906,6/18/2024,East,Clothing,Shoes,401.88,327.2,74.68,2
907,9/2/2024,South,Furniture,Desk,425.96,286.92,139.04,3
908,2/17/2023,West,Clothing,Jacket,219.77,142.34,77.43,1
909,8/10/2023,South,Electronics,Tablet,483.98,341.92,142.06,3
910,1/16/2024,West,Furniture,Desk,325.48,205.97,119.51,1
911,3/9/2023,East,Electronics,Headphones,267.12,207.25,59.87,4
912,6/23/2023,East,Clothing,Jeans,291.72,207.02,84.7,1
913,4/22/2023,North,Electronics,Smartphone,585.87,375.17,210.7,5
914,5/30/2024,North,Clothing,Jeans,236.81,150.48,86.33,2
915,11/7/2023,South,Electronics,Headphones,503.9,337.38,166.52,3
916,8/16/2023,South,Electronics,Headphones,374.95,250.3,124.65,3
917,4/29/2024,North,Clothing,T-Shirt,495.14,405.6,89.54,1
918,2/2/2024,North,Furniture,Office Chair,116.45,76.52,39.93,3
919,1/26/2023,North,Clothing,Jacket,160.19,114.92,45.27,1
920,11/15/2024,South,Clothing,Jeans,532.29,359.06,173.23,4
921,3/9/2024,East,Furniture,Desk,339.48,272.61,66.87,5
922,4/18/2024,East,Furniture,Desk,34.85,27.89,6.96,4
923,2/28/2024,West,Electronics,Smartphone,639.79,406.52,233.27,1
924,1/22/2023,East,Electronics,Headphones,293.12,183.79,109.33,1
925,8/30/2023,South,Furniture,Cabinet,437.92,282.25,155.67,1
926,4/9/2023,North,Electronics,Smartphone,360.51,284.78,75.73,5
927,6/13/2024,North,Clothing,Jacket,542.48,399.48,143,3
928,5/3/2023,South,Clothing,T-Shirt,112.24,84.44,27.8,4
929,12/15/2023,South,Furniture,Office Chair,403.37,269.94,133.43,5
930,7/2/2023,South,Electronics,Headphones,18.81,15.23,3.58,1
931,1/9/2023,North,Furniture,Desk,494.74,337.16,157.58,5
932,12/23/2023,South,Furniture,Desk,236.6,180.07,56.53,5
933,4/25/2023,North,Furniture,Desk,152.2,125.53,26.67,2
934,9/26/2023,South,Electronics,Smartphone,372.14,299.3,72.84,2
935,3/29/2024,East,Electronics,Headphones,508.85,323.93,184.92,2
936,8/25/2024,East,Electronics,Headphones,265.92,177.44,88.48,2
937,8/10/2023,North,Clothing,Shoes,640.85,468.97,171.88,1
938,4/9/2024,East,Electronics,Headphones,185.26,118.9,66.36,1
939,1/20/2023,South,Clothing,Jacket,542,450.34,91.66,3
940,12/21/2023,North,Furniture,Office Chair,577.02,377.51,199.51,2
941,1/19/2024,East,Furniture,Cabinet,759.66,483.98,275.68,3
942,4/6/2024,West,Furniture,Cabinet,374.9,254.51,120.39,4
943,9/9/2023,East,Clothing,Jacket,67.88,51.92,15.96,4
944,8/16/2023,West,Clothing,Jeans,410.23,329.06,81.17,4
945,3/29/2023,South,Electronics,Laptop,190.74,135.58,55.16,1
946,11/10/2024,East,Clothing,T-Shirt,118.34,76.64,41.7,5
947,11/21/2023,East,Electronics,Tablet,597.07,410.13,186.94,5
948,9/10/2023,South,Clothing,Jacket,618.04,473.64,144.4,2
949,8/19/2024,West,Clothing,Shoes,571.59,412.59,159,4
950,1/28/2023,West,Furniture,Cabinet,624,397.04,226.96,4
951,6/15/2023,East,Clothing,Jacket,155.85,124.81,31.04,3
952,10/11/2023,North,Furniture,Office Chair,428.05,289.07,138.98,5
953,5/2/2023,South,Furniture,Bookshelf,251.31,205.76,45.55,2
954,3/13/2023,West,Furniture,Bookshelf,563.02,466.56,96.46,3
955,11/6/2023,North,Clothing,Shoes,379.22,247.89,131.33,5
956,12/11/2023,North,Clothing,Shoes,623.32,393.79,229.53,2
957,8/19/2023,South,Furniture,Office Chair,559.26,433.73,125.53,4
958,11/23/2023,North,Electronics,Smartphone,398.04,329.6,68.44,4
959,3/28/2024,South,Clothing,Jacket,690.48,448.32,242.16,4
960,2/5/2024,East,Clothing,Jeans,153.92,117.4,36.52,4
961,1/7/2024,West,Furniture,Bookshelf,663.58,418.44,245.14,4
962,6/27/2024,West,Clothing,Jeans,90.61,69.37,21.24,2
963,12/24/2024,North,Furniture,Office Chair,16.94,13.7,3.24,5
964,10/14/2023,North,Clothing,Shoes,86.64,57.23,29.41,3
965,3/1/2023,West,Electronics,Laptop,334.65,228.76,105.89,3
966,6/5/2023,East,Electronics,Smartphone,705.64,470.11,235.53,5
967,12/2/2024,East,Furniture,Bookshelf,578.25,375.76,202.49,2
968,5/7/2023,West,Furniture,Bookshelf,219.02,155.59,63.43,2
969,2/19/2023,South,Furniture,Desk,633.01,416.92,216.09,5
970,4/23/2024,North,Clothing,Jacket,163.43,126.65,36.78,3
971,11/26/2023,East,Clothing,Jeans,449.47,347.76,101.71,5
972,7/26/2024,West,Furniture,Bookshelf,239.85,192.3,47.55,4
973,8/12/2024,North,Furniture,Office Chair,673.97,471.9,202.07,5
974,10/26/2023,South,Furniture,Cabinet,526.14,438.06,88.08,1
975,5/29/2023,South,Furniture,Desk,15.53,12.77,2.76,3
976,12/15/2023,North,Clothing,Jeans,423.08,290.84,132.24,1
977,9/27/2024,West,Furniture,Cabinet,313.01,211.84,101.17,1
978,3/18/2024,West,Clothing,T-Shirt,499.52,370.7,128.82,1
979,10/31/2023,South,Furniture,Desk,195.37,154.74,40.63,5
980,8/24/2023,West,Furniture,Desk,27.32,20.32,7,1
981,5/9/2024,North,Furniture,Office Chair,361.33,257.47,103.86,2
982,11/18/2023,East,Electronics,Headphones,220.05,179.52,40.53,5
983,10/1/2024,East,Electronics,Smartphone,683.6,482.63,200.97,4
984,9/9/2023,South,Furniture,Office Chair,22.07,16.48,5.59,2
985,3/18/2024,South,Electronics,Smartphone,615.3,427.28,188.02,2
986,4/7/2024,South,Electronics,Smartphone,659.39,483.1,176.29,2
987,2/22/2023,West,Furniture,Bookshelf,327.36,213.65,113.71,4
988,7/3/2024,East,Furniture,Office Chair,128.32,104.41,23.91,1
989,1/13/2023,East,Furniture,Desk,318.14,238.37,79.77,5
990,4/1/2023,South,Furniture,Office Chair,253.24,180.19,73.05,3
991,12/24/2023,North,Clothing,T-Shirt,648.33,469.31,179.02,1
992,4/28/2023,North,Clothing,Jacket,591.93,477.61,114.32,4
993,2/2/2023,East,Clothing,T-Shirt,108.81,81.15,27.66,2
994,2/20/2024,North,Electronics,Headphones,119.14,81.87,37.27,1
995,10/29/2024,West,Electronics,Tablet,381.23,271.95,109.28,4
996,10/15/2024,West,Clothing,Shoes,223.09,182.67,40.42,1
997,7/9/2023,North,Electronics,Laptop,230.62,158.57,72.05,2
998,4/7/2024,West,Furniture,Bookshelf,545.22,428.5,116.72,4
999,1/20/2023,North,Furniture,Cabinet,681.12,444.92,236.2,1
1000,2/15/2024,West,Clothing,Shoes,595.86,392.79,203.07,1
1001,6/22/2024,North,Furniture,Desk,536.75,339.99,196.76,4
1002,5/13/2024,South,Furniture,Cabinet,577.19,413.76,163.43,5
1003,8/20/2023,North,Furniture,Cabinet,49.38,36.33,13.05,4
1004,2/13/2024,North,Clothing,T-Shirt,658.13,434.71,223.42,5
1005,12/28/2023,West,Clothing,Shoes,396.2,317.58,78.62,5
1006,4/10/2023,North,Furniture,Bookshelf,170.52,124.83,45.69,5
1007,2/23/2024,North,Furniture,Bookshelf,165.13,127.93,37.2,1
1008,9/22/2024,East,Electronics,Headphones,296.56,228.71,67.85,4
1009,7/23/2024,West,Electronics,Headphones,320.61,264.16,56.45,3
1010,4/23/2024,North,Clothing,Jeans,577.43,461.01,116.42,4
1011,3/10/2024,South,Clothing,Shoes,207.22,154.17,53.05,1
1012,10/4/2023,West,Furniture,Bookshelf,637.39,455.68,181.71,2
1013,7/6/2024,West,Furniture,Cabinet,314.65,197.08,117.57,5
1014,5/6/2024,South,Furniture,Desk,398.27,258.15,140.12,3
1015,1/28/2024,West,Clothing,Shoes,116.33,92.06,24.27,2
1016,1/20/2024,East,Furniture,Office Chair,14.54,11.07,3.47,2
1017,6/19/2023,South,Furniture,Cabinet,568.73,411.94,156.79,3
1018,9/29/2023,West,Furniture,Desk,476.44,393.18,83.26,3
1019,1/21/2024,East,Clothing,T-Shirt,568.93,417.54,151.39,1
1020,2/6/2023,South,Furniture,Cabinet,233.21,178.25,54.96,5
1021,6/18/2023,South,Clothing,Jacket,58.56,41.08,17.48,3
1022,2/22/2023,South,Furniture,Desk,277.44,208.73,68.71,3
1023,3/24/2023,West,Electronics,Headphones,472.1,340.49,131.61,3
1024,8/17/2024,West,Clothing,Jeans,417.56,282.39,135.17,2
1025,8/18/2024,North,Electronics,Laptop,686.4,472.46,213.94,2
1026,1/16/2023,North,Furniture,Desk,516.27,331.33,184.94,1
1027,1/15/2023,West,Electronics,Headphones,677.38,499.02,178.36,5
1028,8/16/2024,West,Electronics,Headphones,633.21,400.11,233.1,4
1029,4/9/2023,North,Clothing,Jacket,479.63,304.4,175.23,4
1030,7/20/2024,East,Electronics,Tablet,425.3,276.58,148.72,1
1031,6/7/2024,East,Furniture,Office Chair,324.33,222.85,101.48,2
1032,10/22/2023,East,Furniture,Cabinet,349.89,247.8,102.09,3
1033,8/13/2024,East,Electronics,Laptop,261.63,187.61,74.02,1
1034,2/5/2024,South,Electronics,Headphones,172.78,118.63,54.15,4
1035,9/2/2023,East,Electronics,Headphones,537.41,382.45,154.96,1
1036,3/15/2024,South,Furniture,Cabinet,132.13,101.88,30.25,4
1037,1/1/2023,West,Electronics,Laptop,43.91,28.93,14.98,1
1038,5/8/2024,North,Clothing,Shoes,455.79,287.25,168.54,5
1039,11/23/2023,South,Clothing,Shoes,191.89,145.45,46.44,4
1040,1/19/2024,East,Furniture,Desk,470.88,306.94,163.94,5
1041,4/16/2023,South,Clothing,T-Shirt,513.93,324.24,189.69,3
1042,3/7/2024,South,Electronics,Laptop,431.77,290.92,140.85,3
1043,6/12/2024,East,Clothing,T-Shirt,25.35,19.86,5.49,4
1044,2/28/2023,East,Furniture,Desk,599.84,404.22,195.62,5
1045,8/13/2024,West,Clothing,Jacket,414.88,317.6,97.28,4
1046,4/11/2023,South,Electronics,Tablet,337.08,263.28,73.8,3
1047,10/19/2024,South,Furniture,Office Chair,126.25,101.48,24.77,5
1048,8/15/2023,South,Electronics,Smartphone,115.82,80.02,35.8,4
1049,2/20/2023,East,Furniture,Office Chair,81.23,54.99,26.24,5
1050,9/11/2023,North,Electronics,Tablet,324.4,217.03,107.37,3
1051,12/7/2024,East,Electronics,Headphones,128.54,99.64,28.9,1
1052,8/21/2023,West,Electronics,Headphones,404.67,298.79,105.88,3
1053,2/20/2024,South,Clothing,Jacket,27.88,18.59,9.29,2
1054,11/8/2023,West,Furniture,Office Chair,43.37,28.52,14.85,4
1055,12/24/2023,East,Furniture,Bookshelf,573.76,379.55,194.21,2
1056,3/24/2023,South,Clothing,Jeans,755.04,482.93,272.11,4
1057,4/6/2023,North,Furniture,Office Chair,259.78,189.79,69.99,1
1058,5/8/2024,East,Clothing,Shoes,100.73,64.55,36.18,4
1059,12/1/2023,South,Clothing,Shoes,162.86,103.71,59.15,4
1060,9/28/2024,East,Furniture,Office Chair,286.4,179.44,106.96,5
1061,1/12/2023,South,Electronics,Smartphone,311.19,251.71,59.48,2
1062,12/6/2024,South,Clothing,T-Shirt,400.85,276.43,124.42,4
1063,4/3/2024,South,Furniture,Desk,675.45,461.41,214.04,3
1064,4/30/2024,South,Furniture,Office Chair,386.49,257.39,129.1,3
1065,9/6/2024,North,Clothing,Jeans,619.45,407.05,212.4,3
1066,12/1/2024,East,Furniture,Bookshelf,395.08,311.2,83.88,4
1067,11/4/2023,South,Electronics,Headphones,137.8,95.8,42,5
1068,10/31/2024,North,Electronics,Smartphone,588.74,425.78,162.96,4
1069,9/3/2023,North,Electronics,Smartphone,315.25,224.17,91.08,3
1070,4/20/2024,West,Clothing,Shoes,302.58,236.44,66.14,4
1071,11/18/2024,East,Electronics,Laptop,670.86,442.96,227.9,2
1072,10/15/2024,East,Furniture,Cabinet,67.7,50.32,17.38,1
1073,1/17/2024,North,Clothing,Jeans,146.62,100.95,45.67,3
1074,10/29/2024,East,Furniture,Office Chair,143.91,111.86,32.05,1
1075,9/4/2023,East,Clothing,Shoes,411.48,336.88,74.6,2
1076,9/8/2024,West,Electronics,Laptop,135.9,101.67,34.23,5
1077,3/4/2024,North,Electronics,Headphones,252.17,209.02,43.15,5
1078,2/16/2023,West,Electronics,Tablet,310.75,207.21,103.54,4
1079,4/23/2024,West,Electronics,Laptop,393.23,290.08,103.15,2
1080,10/19/2024,East,Clothing,Jeans,447.73,323.99,123.74,1
1081,6/6/2023,North,Furniture,Office Chair,531.45,423.75,107.7,4
1082,1/14/2024,West,Furniture,Bookshelf,520.17,346.07,174.1,5
1083,2/17/2023,South,Clothing,Jeans,96.97,62.58,34.39,4
1084,12/27/2023,West,Furniture,Cabinet,61.59,43.21,18.38,4
1085,5/13/2023,South,Electronics,Headphones,781.76,492.84,288.92,1
1086,4/15/2023,North,Electronics,Laptop,474.55,373.1,101.45,1
1087,8/24/2023,South,Clothing,Jeans,401.86,313.98,87.88,2
1088,10/22/2024,North,Furniture,Cabinet,265.88,178.63,87.25,4
1089,11/1/2024,East,Furniture,Cabinet,466.67,352.56,114.11,2
1090,9/23/2024,North,Clothing,Shoes,496.19,355.11,141.08,5
1091,9/27/2023,East,Furniture,Cabinet,615.29,479.53,135.76,1
1092,4/20/2024,West,Electronics,Laptop,316.69,207.37,109.32,5
1093,11/8/2024,South,Furniture,Desk,648.28,482.31,165.97,4
1094,3/20/2024,North,Electronics,Smartphone,410.79,337.01,73.78,1
1095,1/14/2023,South,Furniture,Office Chair,39.75,25.69,14.06,4
1096,3/11/2024,South,Electronics,Tablet,114.49,78.85,35.64,1
1097,3/5/2024,South,Electronics,Laptop,67.99,55.09,12.9,1
1098,8/22/2023,North,Furniture,Cabinet,594.44,426.34,168.1,1
1099,11/3/2023,East,Clothing,Shoes,529.63,335.6,194.03,1
1100,4/16/2024,East,Clothing,Jacket,285.26,219.97,65.29,4
1101,11/26/2023,North,Furniture,Office Chair,492.42,347.08,145.34,4
1102,1/23/2024,North,Electronics,Headphones,82.81,68.86,13.95,4
1103,5/19/2024,South,Electronics,Laptop,462.83,347.29,115.54,1
1104,4/30/2023,East,Electronics,Headphones,442.64,325.24,117.4,5
1105,4/15/2024,East,Furniture,Desk,217.19,143.2,73.99,2
1106,3/2/2024,South,Furniture,Bookshelf,331.52,220.38,111.14,4
1107,8/18/2023,East,Electronics,Smartphone,508.54,411.37,97.17,3
1108,9/26/2023,North,Clothing,Jeans,345.03,222.45,122.58,4
1109,11/27/2024,East,Electronics,Smartphone,394.91,311.57,83.34,2
1110,9/4/2024,South,Clothing,T-Shirt,124.29,79.51,44.78,5
1111,8/24/2023,North,Clothing,Shoes,622.76,453.75,169.01,1
1112,1/8/2024,South,Clothing,T-Shirt,434.69,335.89,98.8,3
1113,12/8/2024,West,Clothing,Jeans,40.96,31.17,9.79,5
1114,3/12/2024,North,Clothing,Jacket,408.83,336.03,72.8,4
1115,2/15/2024,East,Clothing,Jeans,316.17,206.63,109.54,1
1116,12/25/2024,West,Clothing,Jeans,230.2,168.24,61.96,3
1117,11/5/2024,East,Electronics,Tablet,551.48,434.8,116.68,3
1118,5/16/2024,South,Electronics,Smartphone,411.82,265.38,146.44,2
1119,10/19/2024,South,Clothing,Shoes,368.96,268.53,100.43,3
1120,9/21/2024,South,Electronics,Headphones,492.56,348.05,144.51,1
1121,9/11/2023,North,Electronics,Headphones,94.27,75.79,18.48,5
1122,5/5/2023,North,Furniture,Bookshelf,448.93,321.61,127.32,3
1123,2/1/2023,West,Electronics,Headphones,263.93,167.89,96.04,2
1124,9/8/2024,East,Electronics,Headphones,47.83,31.08,16.75,3
1125,3/10/2024,East,Furniture,Office Chair,103.63,67.92,35.71,1
1126,10/24/2024,West,Clothing,Jeans,198.64,135.06,63.58,5
1127,7/28/2024,North,Clothing,T-Shirt,95.52,65.34,30.18,3
1128,12/26/2024,South,Electronics,Laptop,204.28,147.39,56.89,1
1129,6/18/2024,South,Clothing,Jeans,597.01,446.24,150.77,5
1130,8/31/2023,North,Clothing,Shoes,475.64,377.07,98.57,3
1131,6/25/2024,North,Clothing,T-Shirt,96.71,78.66,18.05,4
1132,9/10/2024,South,Furniture,Cabinet,60.41,39.6,20.81,5
1133,8/2/2023,South,Furniture,Bookshelf,83.5,61.13,22.37,3
1134,7/22/2023,South,Electronics,Smartphone,249.93,192.91,57.02,3
1135,12/28/2024,East,Clothing,Jeans,646.39,451.14,195.25,3
1136,10/19/2024,East,Clothing,Jeans,680.32,441.66,238.66,4
1137,3/1/2024,South,Furniture,Bookshelf,517.92,398.21,119.71,5
1138,8/4/2024,East,Electronics,Smartphone,615.5,401.41,214.09,5
1139,12/19/2024,West,Electronics,Tablet,243.81,167.7,76.11,3
1140,10/26/2023,South,Clothing,Shoes,272.4,210.99,61.41,5
1141,4/2/2024,North,Clothing,Jacket,145.21,102.64,42.57,5
1142,8/11/2024,South,Clothing,Jacket,203.14,133.71,69.43,5
1143,6/5/2024,South,Electronics,Smartphone,472.08,297.92,174.16,1
1144,7/29/2023,North,Clothing,T-Shirt,72.73,46.58,26.15,5
1145,6/1/2023,South,Furniture,Bookshelf,19.41,13.62,5.79,1
1146,10/5/2024,North,Electronics,Smartphone,74.09,58.19,15.9,4
1147,8/20/2023,West,Furniture,Office Chair,620.62,398.4,222.22,4
1148,7/14/2023,North,Clothing,Shoes,137.2,100.2,37,2
1149,1/9/2023,West,Electronics,Smartphone,220.42,159.93,60.49,2
1150,12/13/2023,West,Furniture,Bookshelf,457.09,367.58,89.51,4
1151,3/17/2024,East,Electronics,Tablet,522.22,429.69,92.53,4
1152,5/11/2024,North,Clothing,Jeans,192.72,134.8,57.92,2
1153,1/12/2024,East,Electronics,Headphones,308.65,198.08,110.57,5
1154,8/20/2023,West,Furniture,Cabinet,347.29,272.83,74.46,4
1155,1/1/2024,North,Clothing,Jeans,683.66,454.04,229.62,2
1156,4/17/2023,East,Electronics,Headphones,443.64,284.91,158.73,4
1157,9/26/2023,West,Electronics,Headphones,501.96,379.23,122.73,5
1158,10/4/2024,East,Electronics,Headphones,83.31,53.63,29.68,4
1159,8/17/2024,North,Electronics,Headphones,584.13,444.25,139.88,3
1160,2/24/2023,West,Clothing,Jeans,106.11,71.24,34.87,5
1161,10/24/2024,South,Clothing,T-Shirt,599.78,473.12,126.66,1
1162,11/23/2023,North,Furniture,Cabinet,73.71,47.95,25.76,5
1163,9/9/2024,West,Clothing,Jacket,342.68,257.58,85.1,1
1164,9/4/2023,South,Clothing,T-Shirt,43.79,32.35,11.44,3
1165,10/27/2024,North,Clothing,Jacket,550.33,449.26,101.07,1
1166,2/24/2023,North,Clothing,Jeans,106.69,68.63,38.06,4
1167,7/19/2023,North,Electronics,Headphones,135.54,103.9,31.64,3
1168,2/3/2023,North,Furniture,Cabinet,626.32,477.29,149.03,4
1169,9/27/2024,East,Clothing,T-Shirt,244.32,184.24,60.08,2
1170,8/21/2024,East,Furniture,Bookshelf,85.29,70.25,15.04,3
1171,2/24/2023,South,Clothing,Jeans,197.53,155.81,41.72,1
1172,3/7/2023,East,Electronics,Smartphone,511.6,357.45,154.15,2
1173,3/30/2024,West,Furniture,Office Chair,135.81,100.31,35.5,4
1174,3/2/2023,West,Clothing,Jeans,370.28,272.28,98,1
